text,pIC50,mol,num_atoms,logP
Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286180>,18,7.274
CCCCCCCCCCCCCc1ccc(O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32861f0>,20,6.24570000000001
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286260>,20,2.323
CCCNCC(=O)NC(=O)C=[N+]=[N-],,<rdkit.Chem.rdchem.Mol object at 0x7f59a32862d0>,13,-1.0706
[N-]=[N+]=CC(=O)NCC(=O)NCCO,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286340>,13,-2.4883
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32863b0>,25,2.0163
CCCCc1nnc(N)o1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286420>,10,0.9944
Cc1nnc(N)o1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286490>,7,-0.03978
CN(C)CCC=C1c2ccccc2CCc2c(Cl)cccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286500>,22,4.822
CCCN(CCC)C(=O)SCc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286570>,17,4.1618
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32865e0>,28,6.49018000000001
CC(=O)OCN1C(=O)C2=C(CCCC2)C1=O,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286650>,16,0.7464
Cc1ccc(S(=O)(=O)Oc2ccccc2C(=O)N(C)C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32866c0>,22,2.46452
COc1ccc2cnccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286730>,12,2.2434
Cc1cc(C)nc(Nc2ccccc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32867a0>,15,2.83704
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286810>,35,6.51040000000001
CN1CC(C)(C)C(=O)c2ccccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286880>,14,2.3453
CSC1=NCCN1c1ccc([N+](=O)[O-])o1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32868f0>,15,1.7268
CC(C)NC(=O)C=Cc1ncc([N+](=O)[O-])s1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286960>,16,1.5891
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32869d0>,26,4.4479
CCCCCCCC[n+]1ccc(C)c(C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286a40>,16,3.95144
CNC(=O)N(C)C(=O)Nc1ccccc1F,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286ab0>,16,1.6288
CCC(N)Cc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286b20>,11,1.9664
O=C(CN1CCCCC1)Nc1cccc(Br)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286b90>,17,2.8735
CCCCCCNC(=S)NC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286c00>,11,1.6606
Cn1c([N+](=O)[O-])cnc1C=Cc1ccncn1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286c70>,17,1.2887
CN(C)P(=O)(N1CCCC1)N1CCCC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286ce0>,15,1.8477
OC1c2ccccc2C2CCCCC2C1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286d50>,16,2.3683
NC(=O)OC1c2ccccc2C2CCCCC2C1OC(N)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286dc0>,22,2.5743
CSc1ccc(C(N)=S)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286e30>,11,2.0427
Clc1cc2c(Cl)cccc2c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286ea0>,14,5.4534
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286f10>,14,5.4534
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286f80>,24,1.7029
O=C(O)C=COc1ccc(Cl)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3286ff0>,14,2.9705
COc1ccc(C=CNC=O)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287060>,13,1.4119
CC(O)CN(C)C,,<rdkit.Chem.rdchem.Mol object at 0x7f59a32870d0>,7,-0.0711999999999999
CNC(Cc1ccccc1)Cc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287140>,17,3.0598
O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32871b0>,24,1.3748
COc1ccccc1C(=O)NCCN,0.41,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287220>,14,0.3837
Nc1nc(=O)c2ncn(C3C=CC(CO)O3)c2[nH]1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287290>,18,-0.8523
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287300>,20,2.52334
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287370>,24,1.2742
OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32873e0>,12,2.3979
O=[N+]([O-])C=Cc1ccoc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287450>,10,1.527
CC(C)C1(C)C(=O)NC(=O)NC1=O,0.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a32874c0>,13,0.0147
COC(=O)c1cnc2ccccc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287530>,14,2.0214
O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32875a0>,28,4.8237
COc1cnc(N)cn1,0.86,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287610>,9,0.0674
CCOc1cncc(C(N)=O)n1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287680>,12,-0.0258000000000002
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32876f0>,24,4.0487
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287760>,28,3.3504
CS(=O)(=O)c1cccc2ccccc12,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32877d0>,14,2.2433
COc1ccc(Cl)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287840>,11,3.6554
COc1cc(Cl)c(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32878b0>,11,3.6554
CC(=O)OC1COC(NC(=O)N(CCl)N=O)C(OC(C)=O)C1OC(C)=O,0.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287920>,26,0.0271000000000001
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287990>,28,3.4407
CCC(=O)c1ccc(OC(=O)NC)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287a00>,15,1.9975
CNC(=O)ON=C1COCS1,0.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287a70>,11,0.3768
CNC(=O)ON=C1SCOC1C,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287ae0>,12,0.7653
CNC(=O)ON=C1COCCS1,0.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287b50>,12,0.4193
CCCC1OCSC1=NOC(=O)NC,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287bc0>,14,1.5455
CNC(=O)ON=C1SCOC1C(C)C,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287c30>,14,1.4014
CNC(=O)ON=C1SCOC1CCOC,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287ca0>,15,0.7819
CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287d10>,16,1.9475
CNC(=O)Oc1cccc(C=O)c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287d80>,13,1.2173
CNC(=O)Oc1ccc(C=O)cc1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287df0>,13,1.2173
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287e60>,19,3.4167
CN1CCN(Cc2ncc([N+](=O)[O-])n2C)CC1,0.84,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287ed0>,17,0.0756999999999997
CCC(C)C(=O)Nc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3287f40>,13,2.6712
O=C(O)CSc1c[nH]c2ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288040>,14,2.3446
Cc1cnc2n(c1=O)C(C)CCC2,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32880b0>,13,1.44902
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288120>,15,4.2356
NC(=O)c1cnc2n(c1=O)CCCC2,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288190>,14,-0.321500000000001
Cc1cnc2n(c1=O)CCCC2,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288200>,12,0.88802
COCc1cc(=O)c(O)co1,0.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288270>,11,0.4918
CCN(N=O)C(=O)Nc1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32882e0>,14,2.2218
CC(N)CC1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288350>,10,2.304
CSc1ccccc1C(N)=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a32883c0>,11,1.5074
O=NN(CCCl)C(=O)NC1C(O)OC(CO)C(O)C1O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288430>,20,-2.2819
N#CN=[N+]([O-])c1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32884a0>,11,1.76168
Cc1ccc([N+]([O-])=NC#N)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288510>,12,2.0701
N#CN=[N+]([O-])c1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288580>,12,2.41508
O=C(Nc1ccc(F)cc1)c1cc(Cl)cc(Cl)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32885f0>,19,4.0904
Cc1ccc(COC(N)=O)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288660>,12,1.59032
Cc1[nH]cnc1CSCCNc1cc[nH]c(=O)n1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a32886d0>,18,1.14672
Cc1[nH]cnc1CSCCNc1cccc(=O)[nH]1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288740>,18,1.75172
Cc1[nH]cnc1CSCCNc1cc(=O)cc[nH]1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a32887b0>,18,1.75172
Cc1[nH]cnc1CSCCNC1=NS(=O)(=O)CCN1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288820>,19,-0.170079999999999
Cc1[nH]cnc1CSCCNc1nc(=O)cc[nH]1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288890>,18,1.14672
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288900>,23,3.0193
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288970>,22,4.435
Cc1cccc(OCC(=O)NNC(C)C)c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32889e0>,16,1.40302
Cc1ccc(OCC(=O)NNC(C)C)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288a50>,16,1.40302
COc1ccc(OCC(=O)NNC(C)C)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288ac0>,17,1.1032
CC(C)NNC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288b30>,18,2.5266
Cc1cccc(OC(C)C(=O)NNC(C)C)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288ba0>,17,1.79152
CCNNC(=O)COc1ccc(Cl)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288c10>,15,1.3595
O=C(COc1ccc(Cl)cc1)NNCc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288c80>,20,2.5398
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288cf0>,18,3.2433
CC1CCC(c2ccccc2)(N2CCCCC2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288d60>,19,4.5779
O=C(O)CN1CCCCC1,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288dd0>,10,0.5569
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288e40>,24,5.16706
CSC(SC)=C(C(=O)OC(C)C)C(=O)OC(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288eb0>,18,2.8272
CC(=O)Nc1ccc(NN=C(C#N)C#N)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288f20>,17,1.46006
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3288f90>,41,3.8892
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289000>,25,3.9297
CCc1cc(NC(C)=O)cc(CC)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289070>,15,2.4754
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32890e0>,18,7.274
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289150>,20,2.9161
CCN(CC)CCNC(=O)c1cc(F)ccc1OC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a32891c0>,19,1.9059
FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Br,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289230>,12,3.5312
ClC1C(Cl)C(Br)C(Cl)C(Br)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32892a0>,12,3.9566
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289310>,29,-0.535999999999999
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289380>,23,3.9242
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.83,<rdkit.Chem.rdchem.Mol object at 0x7f59a32893f0>,12,0.081
ClC1C(Cl)C(Cl)C(Br)C(Br)C1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289460>,12,3.9566
Cc1cccc(C)c1C(N)=O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a32894d0>,11,1.40234
c1ccc2c3c([nH]c2c1)CN1CCNCC1C3,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289540>,17,1.4978
CCC(C)c1ccccc1OC(=O)N(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32895b0>,16,3.2605
O=C(Oc1ccccc1)N1CCCC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289620>,14,2.2812
CC1CN(N=O)CC(C)N1N=O,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289690>,12,0.7438
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289700>,30,1.56422
CN(C)N=Nc1ccc(S(N)(=O)=O)cc1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289770>,15,0.8943
CCc1c(C)ssc1=S,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a32897e0>,9,3.40991
Clc1ccc(Oc2ccccc2)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289850>,15,4.7857
O=NN1CCCC(O)C1,0.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a32898c0>,9,0.1245
CC1CCC(C)N1N=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289930>,9,1.5406
CC1CN(N=O)C(C)CN1N=O,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a32899a0>,12,0.7438
O=NN1CCC(=O)CC1,0.46,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289a10>,9,0.3327
O=NN1CC=CCC1,0.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289a80>,8,0.9297
O=NN1CCC(O)CC1,0.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289af0>,9,0.1245
CC1CN(N=O)CCN1N=O,0.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289b60>,11,0.3553
O=NN1CCCN(N=O)CC1,0.44,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289bd0>,11,0.3569
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289c40>,29,2.7495
N#CC(C#N)=NNc1ccccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289cb0>,14,2.15506
Cc1ccccc1NN=C(C#N)C#N,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289d20>,14,1.81008
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289d90>,16,1.40986
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289e00>,16,1.70426
NN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289e70>,19,2.1153
COc1ccc(C(=O)N(N)c2ccccc2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289ee0>,18,2.2157
COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289f50>,23,1.0356
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)OC(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a3289fc0>,25,1.8142
CCOC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a030>,24,1.4257
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1CO,0.18,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a0a0>,21,0.7413
CCOC(=O)c1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a110>,26,2.2059
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(C)(C)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a180>,25,2.2566
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(N)=O,0.45,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a1f0>,22,0.3479
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C#N,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a260>,21,1.12068
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(=O)CS(C)(=O)=O,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a2d0>,28,1.2565
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(C)=O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a340>,24,2.2318
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)CS(C)(=O)=O,0.33,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a3b0>,26,0.4763
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)=O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a420>,22,1.4516
COCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a490>,22,1.3954
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)(C)O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a500>,23,1.4764
Clc1ccc(Cl)c(-c2ccccc2)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a570>,15,5.3138
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a5e0>,15,5.3138
Clc1cc(Cl)c2cc(Cl)ccc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a650>,13,4.8
Clc1ccc2cc(Cl)c(Cl)cc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a6c0>,13,4.8
Clc1cc2c(Cl)ccc(Cl)c2cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a730>,14,5.4534
NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a7a0>,21,1.711
O=C(O)CCCCCN1C(=O)C=CC1=O,0.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a810>,15,0.5564
Cc1ccc(-c2noc(C)n2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a880>,13,2.35344
Cc1ccccc1CCN,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a8f0>,10,1.49622
CN(C=O)c1c(N)[nH]c(=O)n(C)c1=O,,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a960>,14,-1.7516
O=C(O)CNC(=O)c1ccc(I)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a328a9d0>,14,1.1056
COc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328aa40>,20,2.7296
COc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328aab0>,20,2.7296
COc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ab20>,20,2.7296
CCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ab90>,21,3.1197
CCOc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ac00>,21,3.1197
CCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ac70>,21,3.1197
CCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ace0>,22,3.5098
CCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ad50>,22,3.5098
CCCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328adc0>,23,3.8999
CCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328ae30>,23,3.8999
CCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328aea0>,23,3.8999
CCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328af10>,24,4.29
CCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328af80>,24,4.29
CCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328aff0>,25,4.6801
CCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b060>,25,4.6801
CCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b0d0>,25,4.6801
CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b140>,26,5.0702
CCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b1b0>,26,5.0702
CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b220>,26,5.07020000000001
CCCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b290>,27,5.46030000000001
CCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b300>,27,5.46030000000001
O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b370>,29,2.1674
Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b3e0>,20,4.03452
CCOc1ccc(C(N)=O)cc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b450>,12,1.1842
CC(C)NCC(O)COc1ccccc1C1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b4c0>,21,3.472
OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f59a328b530>,28,3.6098
